ScanTime: 10000
ReceiverPos: 0 0 0

Time;C0:EE:FB:FF:36:17_0_0_0_No Name;4C:62:DC:91:A7:15_0_0_0_No Name;4C:62:DC:91:A7:15_0_0_0_No Name
2023.5.22_18-37-49_676;noVal;noVal;noVal;noVal;
2023.5.22_18-37-59_734;noVal;noVal;noVal;noVal;
2023.5.22_18-38-9_798;noVal;noVal;noVal;noVal;
2023.5.22_18-38-20_91;noVal;noVal;noVal;noVal;
2023.5.22_18-38-30_457;noVal;noVal;noVal;noVal;
2023.5.22_18-38-40_604;noVal;noVal;noVal;noVal;
%
